 filename cell_type xmin xmax ymin ymax
731 53.jpg RBC 364 480 103 210
732 53.jpg RBC 378 493 1 91
733 53.jpg RBC 32 152 371 480
734 53.jpg RBC 6 106 276 370
735 53.jpg RBC 6 130 41 141
736 53.jpg RBC 98 207 1 72
737 53.jpg RBC 207 316 1 72
738 53.jpg RBC 503 609 75 180
739 53.jpg RBC 318 424 301 406
740 53.jpg RBC 171 273 345 430
741 53.jpg RBC 181 306 47 169
742 53.jpg RBC 560 640 135 232
743 53.jpg RBC 1 97 134 227
744 53.jpg Platelets 277 332 392 440
745 53.jpg Platelets 526 589 219 283
746 53.jpg WBC 55 265 149 347
747 54.jpg WBC 236 379 211 353
748 54.jpg RBC 158 258 140 234
749 54.jpg RBC 78 197 334 435
750 54.jpg RBC 1 72 137 242
751 54.jpg RBC 33 152 89 189
752 54.jpg RBC 53 172 15 115
753 54.jpg RBC 336 406 1 93
754 54.jpg RBC 297 422 78 173
755 54.jpg RBC 224 352 76 191
756 54.jpg RBC 215 334 380 480
757 54.jpg RBC 356 447 303 393
758 54.jpg RBC 393 484 215 305
759 54.jpg RBC 448 545 406 480
760 54.jpg RBC 431 554 1 102
761 54.jpg Platelets 362 405 389 428
762 54.jpg Platelets 233 276 340 379
763 54.jpg RBC 542 630 289 399
764 54.jpg RBC 579 640 131 236
765 54.jpg RBC 525 618 70 176
766 55.jpg RBC 211 321 345 417
767 55.jpg RBC 385 495 125 240
768 55.jpg RBC 249 359 112 227
769 55.jpg RBC 487 604 159 275
770 55.jpg RBC 204 319 1 103
771 55.jpg RBC 67 151 286 383
772 55.jpg RBC 475 566 403 480
773 55.jpg RBC 308 426 403 480
774 55.jpg RBC 26 129 59 169
775 55.jpg RBC 1 80 20 146
776 55.jpg WBC 306 451 236 374
777 55.jpg Platelets 304 333 217 253
778 56.jpg RBC 285 386 367 480
779 56.jpg RBC 386 492 360 453
780 56.jpg RBC 293 402 67 167
781 56.jpg RBC 392 507 17 137
782 56.jpg RBC 296 410 268 362
783 56.jpg RBC 203 321 1 89
784 56.jpg RBC 345 429 178 283
785 56.jpg RBC 535 638 1 106
786 56.jpg RBC 415 519 146 253
787 56.jpg RBC 436 539 258 355
788 56.jpg RBC 120 222 52 159
789 56.jpg RBC 518 613 134 235
790 56.jpg RBC 508 623 355 440
791 56.jpg RBC 1 85 96 205
792 56.jpg WBC 23 223 227 440
793 56.jpg Platelets 322 357 209 251
794 57.jpg WBC 116 278 192 319
795 57.jpg RBC 65 151 42 172
796 57.jpg RBC 236 330 281 377
797 57.jpg RBC 355 449 316 412
798 57.jpg RBC 545 639 187 313
799 57.jpg RBC 545 640 81 207
800 57.jpg RBC 562 640 1 101
801 57.jpg RBC 151 260 1 84
802 57.jpg RBC 248 396 1 77
803 57.jpg RBC 303 412 149 233
804 57.jpg RBC 95 260 377 476
805 57.jpg Platelets 401 451 179 215
806 57.jpg Platelets 1 30 282 321
807 57.jpg RBC 442 553 222 350
808 57.jpg RBC 411 505 346 442
809 57.jpg RBC 463 563 384 480
810 58.jpg RBC 332 436 365 459
811 58.jpg RBC 229 327 398 480
812 58.jpg RBC 509 612 118 225
813 58.jpg RBC 408 511 9 116
814 58.jpg RBC 292 407 87 194
815 58.jpg RBC 328 419 174 282
816 58.jpg RBC 270 361 255 363
817 58.jpg RBC 321 390 291 368
818 58.jpg RBC 1 62 29 133
819 58.jpg RBC 30 145 104 211
820 58.jpg RBC 213 311 55 160
821 58.jpg RBC 274 374 1 77
822 58.jpg RBC 108 226 51 148
823 58.jpg RBC 484 587 365 472
824 58.jpg RBC 1 74 382 474
825 58.jpg WBC 77 281 154 357
826 58.jpg Platelets 9 43 323 352
827 59.jpg WBC 31 238 208 406
828 59.jpg RBC 255 371 283 392
829 59.jpg RBC 405 517 288 420
830 59.jpg RBC 369 486 77 223
831 59.jpg RBC 90 200 98 189
832 59.jpg RBC 203 313 365 456
833 59.jpg RBC 318 427 396 480
834 59.jpg RBC 574 639 160 281
835 59.jpg RBC 466 564 57 174
836 59.jpg RBC 547 638 48 144
837 59.jpg RBC 500 599 214 325
838 59.jpg RBC 184 299 12 118
839 59.jpg RBC 105 220 34 140
840 59.jpg RBC 455 555 404 480
841 59.jpg RBC 324 424 402 478
842 60.jpg RBC 1 70 276 379
843 60.jpg RBC 182 310 355 458
844 60.jpg RBC 101 199 222 327
845 60.jpg RBC 515 620 177 293
846 60.jpg RBC 358 453 402 480
847 60.jpg RBC 71 179 399 480
848 60.jpg RBC 1 92 1 103
849 60.jpg RBC 405 509 191 294
850 60.jpg RBC 189 317 242 350
851 60.jpg RBC 301 418 314 417
852 60.jpg RBC 98 177 163 236
853 60.jpg WBC 206 437 51 272
854 61.jpg RBC 326 422 235 338
855 61.jpg RBC 173 269 272 375
856 61.jpg RBC 223 319 273 376
857 61.jpg RBC 240 344 361 460
858 61.jpg RBC 81 185 336 435
859 61.jpg RBC 1 103 344 443
860 61.jpg RBC 349 445 398 480
861 61.jpg RBC 386 482 386 468
862 61.jpg RBC 410 506 360 442
863 61.jpg RBC 451 547 339 421
864 61.jpg RBC 475 571 319 401
865 61.jpg RBC 495 591 304 386
866 61.jpg RBC 437 533 201 283
867 61.jpg RBC 470 566 209 291
868 61.jpg RBC 506 602 222 304
869 61.jpg RBC 390 489 90 194
870 61.jpg RBC 1 99 109 213
871 61.jpg RBC 80 180 69 173
872 61.jpg RBC 184 269 103 184
873 61.jpg RBC 343 428 13 94
874 61.jpg RBC 555 640 139 220
875 61.jpg WBC 491 633 21 144
876 61.jpg RBC 230 326 183 286
877 61.jpg RBC 162 258 41 144
878 61.jpg Platelets 173 204 13 41
879 62.jpg RBC 214 310 350 453
880 62.jpg RBC 439 524 294 382
881 62.jpg RBC 103 224 220 322
882 62.jpg RBC 273 389 214 303
883 62.jpg RBC 525 630 283 368
884 62.jpg RBC 504 619 395 480
885 62.jpg RBC 93 204 413 480
886 62.jpg RBC 7 125 353 440
887 62.jpg RBC 373 470 116 221
888 62.jpg RBC 464 551 122 229
889 62.jpg RBC 288 375 84 191
890 62.jpg RBC 335 445 273 366
891 62.jpg RBC 569 640 195 286
892 62.jpg RBC 395 508 389 480
893 62.jpg WBC 62 294 7 225
894 63.jpg WBC 302 481 1 166
895 63.jpg RBC 167 307 100 197
896 63.jpg RBC 210 319 1 64
897 63.jpg RBC 561 639 74 183
898 63.jpg RBC 130 230 26 125
899 63.jpg RBC 74 164 189 277
900 63.jpg RBC 304 394 162 250
901 63.jpg RBC 363 453 163 251
902 63.jpg RBC 410 500 152 240
903 63.jpg RBC 430 520 131 219
904 63.jpg RBC 483 573 109 197
905 63.jpg RBC 541 631 276 364
906 63.jpg RBC 572 640 181 287
907 63.jpg RBC 286 375 424 480
908 63.jpg RBC 308 421 240 325
909 63.jpg RBC 189 278 345 423
910 63.jpg RBC 1 89 213 340
911 63.jpg RBC 67 182 324 447
912 63.jpg RBC 17 131 45 168
913 63.jpg RBC 21 114 1 86
914 63.jpg RBC 243 333 189 277
915 63.jpg RBC 241 331 259 347
916 64.jpg RBC 86 208 1 101
917 64.jpg RBC 116 242 66 195
918 64.jpg RBC 185 310 1 76
919 64.jpg RBC 508 606 94 190
920 64.jpg RBC 2 80 285 387
921 64.jpg RBC 566 640 337 422
922 64.jpg WBC 421 589 218 371
923 64.jpg RBC 216 315 200 296
924 64.jpg RBC 242 341 194 290
925 64.jpg RBC 289 388 195 291
926 65.jpg RBC 8 120 209 298
927 65.jpg RBC 137 244 307 414
928 65.jpg RBC 56 140 266 406
929 65.jpg RBC 347 465 257 361
930 65.jpg RBC 257 366 328 411
931 65.jpg RBC 244 332 176 313
932 65.jpg RBC 313 420 162 269
933 65.jpg RBC 516 633 256 363
934 65.jpg RBC 519 636 102 209
935 65.jpg RBC 244 363 407 480
936 65.jpg RBC 130 254 207 293
937 65.jpg RBC 50 173 69 174
938 65.jpg RBC 407 495 215 298
939 65.jpg RBC 476 564 1 66
940 65.jpg RBC 363 459 354 480
941 65.jpg Platelets 486 535 62 102
942 65.jpg WBC 193 413 1 186
943 66.jpg RBC 393 502 54 162
944 66.jpg RBC 400 494 350 438
945 66.jpg RBC 81 209 239 335
946 66.jpg RBC 330 434 258 368
947 66.jpg RBC 1 104 325 425
948 66.jpg RBC 223 323 244 332
949 66.jpg RBC 179 299 184 270
950 66.jpg RBC 110 220 32 151
951 66.jpg RBC 525 614 374 480
952 66.jpg Platelets 161 216 400 469
953 66.jpg Platelets 82 122 202 243
954 66.jpg WBC 241 379 349 477
955 67.jpg RBC 115 237 1 97
956 67.jpg RBC 138 254 400 480
957 67.jpg RBC 547 640 242 347
958 67.jpg RBC 1 119 107 190
959 67.jpg RBC 183 305 134 231
960 67.jpg RBC 64 186 324 421
961 67.jpg RBC 248 362 307 410
962 67.jpg RBC 494 613 22 140
963 67.jpg RBC 548 636 111 208
964 67.jpg Platelets 263 299 89 126
965 67.jpg WBC 345 553 264 446
966 68.jpg RBC 300 427 365 474
967 68.jpg RBC 487 614 17 126
968 68.jpg RBC 160 265 200 300
969 68.jpg RBC 69 193 8 109
970 68.jpg RBC 181 286 91 191
971 68.jpg RBC 82 191 280 394
972 68.jpg RBC 509 618 252 366
973 68.jpg RBC 83 207 128 253
974 68.jpg WBC 173 306 358 480
975 69.jpg RBC 275 370 289 408
976 69.jpg RBC 392 488 304 382
977 69.jpg RBC 11 125 251 352
978 69.jpg RBC 128 224 307 421
979 69.jpg RBC 7 119 333 442
980 69.jpg RBC 159 270 137 243
981 69.jpg RBC 502 620 242 344
982 69.jpg RBC 401 520 378 470
983 69.jpg RBC 242 348 113 234
984 69.jpg RBC 1 98 80 178
985 69.jpg RBC 1 111 169 273
986 69.jpg RBC 111 228 49 147
987 69.jpg RBC 388 499 43 117
988 69.jpg RBC 496 599 29 150
989 69.jpg RBC 237 342 412 480
990 69.jpg RBC 300 397 1 85
991 69.jpg RBC 69 163 1 85
992 69.jpg WBC 324 522 107 303
993 69.jpg Platelets 349 394 396 449
994 69.jpg Platelets 589 640 129 194
995 70.jpg RBC 514 633 187 293
996 70.jpg RBC 381 486 53 191
997 70.jpg RBC 222 354 16 137
998 70.jpg RBC 51 126 140 221
999 70.jpg RBC 1 63 100 208
1000 70.jpg RBC 406 518 208 313
1001 70.jpg Platelets 100 131 415 445
1002 70.jpg WBC 190 434 211 434
1003 70.jpg Platelets 577 618 417 455
1004 71.jpg RBC 110 230 213 332
1005 71.jpg RBC 230 344 227 335
1006 71.jpg RBC 185 281 1 101
1007 71.jpg RBC 55 180 95 212
1008 71.jpg RBC 36 133 150 256
1009 71.jpg RBC 20 123 334 454
1010 71.jpg RBC 352 455 228 324
1011 71.jpg RBC 457 574 187 300
1012 71.jpg RBC 361 478 330 443
1013 71.jpg RBC 128 245 355 468
1014 71.jpg RBC 566 640 274 386
1015 71.jpg RBC 445 565 253 352
1016 71.jpg RBC 309 428 327 417
1017 71.jpg RBC 415 534 1 90
1018 71.jpg WBC 258 467 34 245
1019 72.jpg RBC 251 353 167 275
1020 72.jpg RBC 345 447 221 329
1021 72.jpg RBC 251 353 252 360
1022 72.jpg RBC 148 250 160 268
1023 72.jpg RBC 437 556 363 480
1024 72.jpg RBC 509 613 242 344
1025 72.jpg RBC 544 640 1 79
1026 72.jpg RBC 29 131 167 275
1027 72.jpg RBC 457 545 246 349
1028 72.jpg RBC 1 74 1 131
1029 72.jpg WBC 166 325 6 114
1030 73.jpg RBC 337 469 260 386
1031 73.jpg RBC 489 615 259 362
1032 73.jpg RBC 65 219 343 476
1033 73.jpg RBC 540 640 74 171
1034 73.jpg RBC 48 153 216 315
1035 73.jpg RBC 405 550 329 423
1036 73.jpg WBC 239 375 100 242
1037 73.jpg RBC 483 583 100 197
1038 73.jpg RBC 441 542 79 176
1039 74.jpg RBC 212 320 274 379
1040 74.jpg RBC 120 216 244 347
1041 74.jpg RBC 242 338 157 260
1042 74.jpg RBC 85 196 133 241
1043 74.jpg RBC 509 620 97 205
1044 74.jpg RBC 139 250 3 111
1045 74.jpg RBC 392 520 101 214
1046 74.jpg RBC 319 480 136 224
1047 74.jpg RBC 360 502 248 348
1048 74.jpg RBC 460 573 286 392
1049 74.jpg RBC 482 583 398 480
1050 74.jpg WBC 27 217 340 480
1051 75.jpg RBC 487 602 106 218
1052 75.jpg RBC 485 600 217 329
1053 75.jpg RBC 1 107 323 436
1054 75.jpg RBC 447 549 322 416
1055 75.jpg RBC 229 331 56 150
1056 75.jpg RBC 1 77 1 65
1057 75.jpg RBC 323 425 273 350
1058 75.jpg RBC 142 244 264 341
1059 75.jpg RBC 221 323 148 225
1060 75.jpg RBC 340 442 1 77
1061 75.jpg RBC 185 288 352 440
1062 75.jpg RBC 76 179 103 191
1063 75.jpg RBC 399 506 107 213
1064 75.jpg RBC 361 479 365 469
1065 75.jpg RBC 227 302 281 353
1066 75.jpg WBC 1 121 199 316
1067 75.jpg Platelets 532 558 298 325
1068 76.jpg RBC 273 386 115 222
1069 76.jpg RBC 56 169 103 210
1070 76.jpg RBC 414 518 42 170
1071 76.jpg RBC 536 640 74 202
1072 76.jpg RBC 474 578 193 321
1073 76.jpg RBC 466 570 337 465
1074 76.jpg RBC 420 524 352 480
1075 76.jpg RBC 215 314 174 281
1076 76.jpg RBC 380 479 181 288
1077 76.jpg RBC 1 99 64 171
1078 76.jpg RBC 324 444 1 87
1079 76.jpg RBC 162 290 1 70
1080 76.jpg RBC 173 260 165 270
1081 76.jpg RBC 139 226 191 296
1082 76.jpg RBC 103 190 211 316
1083 76.jpg RBC 29 116 231 336
1084 76.jpg Platelets 170 207 65 100
1085 76.jpg Platelets 6 43 401 436
1086 76.jpg Platelets 124 161 305 340
1087 76.jpg WBC 230 441 288 480
1088 76.jpg RBC 151 236 298 423
1089 76.jpg RBC 63 174 19 97
1090 77.jpg RBC 237 325 344 436
1091 77.jpg RBC 148 236 177 269
1092 77.jpg RBC 475 597 343 465
1093 77.jpg RBC 267 354 221 325
1094 77.jpg RBC 42 136 63 152
1095 77.jpg WBC 339 500 219 364
1096 77.jpg Platelets 250 283 80 117
1097 78.jpg RBC 27 146 135 245
1098 78.jpg RBC 192 307 228 368
1099 78.jpg RBC 67 186 24 134
1100 78.jpg RBC 282 381 168 281
1101 78.jpg RBC 271 372 338 448
1102 78.jpg RBC 67 178 246 345
1103 78.jpg RBC 63 174 307 406
1104 78.jpg RBC 336 445 1 81
1105 78.jpg RBC 493 591 105 199
1106 78.jpg RBC 433 507 50 139
1107 78.jpg RBC 476 555 1 95
1108 78.jpg RBC 555 640 19 123
1109 78.jpg RBC 280 383 68 159
1110 78.jpg RBC 370 490 143 228
1111 78.jpg Platelets 229 278 411 452
1112 78.jpg Platelets 140 183 210 251
1113 78.jpg Platelets 262 300 6 48
1114 78.jpg Platelets 419 456 119 155
1115 78.jpg WBC 330 566 211 436
1116 79.jpg RBC 518 611 168 268
1117 79.jpg RBC 426 551 87 198
1118 79.jpg RBC 502 611 298 411
1119 79.jpg RBC 250 371 245 357
1120 79.jpg RBC 58 170 104 215
1121 79.jpg RBC 378 504 258 368
1122 79.jpg RBC 228 320 126 217
1123 79.jpg RBC 169 261 79 170
1124 79.jpg RBC 2 93 1 83
1125 79.jpg RBC 16 121 229 313
1126 79.jpg RBC 7 115 263 367
1127 79.jpg RBC 349 456 127 286
1128 79.jpg RBC 438 563 1 77
1129 79.jpg RBC 227 310 71 150
1130 79.jpg Platelets 413 456 396 433
1131 79.jpg Platelets 334 377 210 248
1132 79.jpg Platelets 180 213 169 217
1133 79.jpg Platelets 78 122 15 51
1134 79.jpg WBC 78 306 293 480
1135 80.jpg RBC 12 110 317 411
1136 80.jpg RBC 1 70 191 323
1137 80.jpg RBC 305 430 123 236
1138 80.jpg RBC 392 494 248 356
1139 80.jpg RBC 172 272 292 409
1140 80.jpg RBC 520 640 184 294
1141 80.jpg RBC 314 419 1 86
1142 80.jpg RBC 75 208 84 182
1143 80.jpg RBC 51 177 149 279
1144 80.jpg RBC 276 402 311 412
1145 80.jpg RBC 170 294 1 77
1146 80.jpg Platelets 205 244 418 463
1147 80.jpg Platelets 271 309 62 103
1148 80.jpg WBC 400 557 7 159
1149 81.jpg RBC 381 475 191 287
1150 81.jpg RBC 144 255 150 249
1151 81.jpg RBC 115 226 214 332
1152 81.jpg RBC 410 521 244 362
1153 81.jpg RBC 508 601 128 239
1154 81.jpg RBC 433 534 12 121
1155 81.jpg RBC 539 640 359 468
1156 81.jpg RBC 545 640 263 357
1157 81.jpg RBC 52 147 330 424
1158 81.jpg RBC 291 408 22 112
1159 81.jpg RBC 225 343 361 460
1160 81.jpg RBC 384 502 401 480
1161 81.jpg RBC 27 140 1 67
1162 81.jpg RBC 536 640 1 77
1163 81.jpg RBC 137 232 338 448
1164 81.jpg WBC 224 384 229 345
1165 81.jpg Platelets 336 368 156 184
1166 81.jpg Platelets 385 418 66 97
1167 82.jpg RBC 230 358 143 243
1168 82.jpg RBC 237 348 1 84
1169 82.jpg RBC 134 245 78 162
1170 82.jpg RBC 80 173 53 136
1171 82.jpg RBC 495 591 1 79
1172 82.jpg RBC 106 199 203 287
1173 82.jpg RBC 408 501 383 467
1174 82.jpg RBC 461 554 374 458
1175 82.jpg RBC 232 325 377 461
1176 82.jpg RBC 471 571 80 189
1177 82.jpg RBC 378 482 1 72
1178 82.jpg RBC 19 119 155 256
1179 82.jpg WBC 240 362 262 389
1180 82.jpg Platelets 402 440 72 113
1181 82.jpg Platelets 262 300 74 115
1182 83.jpg RBC 398 529 196 282
1183 83.jpg RBC 416 537 53 168
1184 83.jpg RBC 543 640 62 177
1185 83.jpg RBC 279 383 43 147
1186 83.jpg RBC 188 292 355 447
1187 83.jpg RBC 284 360 348 434
1188 83.jpg RBC 339 440 306 407
1189 83.jpg RBC 397 522 344 433
1190 83.jpg RBC 434 559 296 385
1191 83.jpg RBC 1 93 364 468
1192 83.jpg RBC 70 190 71 157
1193 83.jpg RBC 185 306 1 70
1194 83.jpg RBC 574 640 179 288
1195 83.jpg WBC 115 363 134 369
1196 83.jpg Platelets 24 71 291 327
1197 84.jpg WBC 125 324 143 344
1198 85.jpg RBC 16 107 152 252
1199 85.jpg RBC 18 119 261 363
1200 85.jpg RBC 40 137 369 479
1201 85.jpg RBC 203 324 70 171
1202 85.jpg RBC 87 208 113 214
1203 85.jpg RBC 112 233 1 101
1204 85.jpg RBC 340 461 50 151
1205 85.jpg RBC 427 548 214 316
1206 85.jpg RBC 424 545 314 416
1207 85.jpg RBC 530 640 381 480
1208 85.jpg RBC 455 583 101 225
1209 85.jpg Platelets 115 154 245 279
1210 85.jpg WBC 181 400 254 468
1211 86.jpg RBC 509 621 147 254
1212 86.jpg RBC 444 514 146 258
1213 86.jpg RBC 345 457 219 328
1214 86.jpg RBC 287 407 340 445
1215 86.jpg RBC 1 86 154 245
1216 86.jpg RBC 303 389 87 178
1217 86.jpg RBC 380 466 12 103
1218 86.jpg RBC 563 639 251 350
1219 86.jpg RBC 83 182 1 99
1220 86.jpg RBC 52 163 88 181
1221 86.jpg WBC 2 187 247 440
1222 86.jpg Platelets 579 623 423 456
1223 86.jpg RBC 311 409 323 394
1224 86.jpg RBC 174 288 211 283
1225 87.jpg Platelets 257 300 162 202
1226 87.jpg WBC 221 386 223 387
1227 87.jpg Platelets 541 582 394 435
1228 88.jpg WBC 91 272 255 402
1229 88.jpg Platelets 462 498 83 119
1230 88.jpg Platelets 429 482 16 65
1231 88.jpg Platelets 165 201 431 467
1232 88.jpg RBC 514 633 267 372
1233 88.jpg RBC 209 328 151 256
1234 88.jpg RBC 247 366 119 224
1235 88.jpg RBC 310 429 135 240
1236 88.jpg RBC 356 475 130 235
1237 88.jpg RBC 399 518 153 258
1238 88.jpg RBC 437 556 161 266
1239 88.jpg RBC 506 625 137 242
1240 88.jpg RBC 113 232 1 105
1241 88.jpg RBC 217 336 1 105
1242 88.jpg RBC 292 411 27 132
1243 88.jpg RBC 1 100 182 312
1244 88.jpg RBC 358 478 398 480
1245 89.jpg RBC 52 161 332 452
1246 89.jpg RBC 176 319 315 416
1247 89.jpg RBC 34 152 48 156
1248 89.jpg RBC 320 438 42 150
1249 89.jpg RBC 204 323 83 203
1250 89.jpg RBC 536 635 196 295
1251 89.jpg RBC 83 186 174 278
1252 89.jpg RBC 121 205 144 229
1253 89.jpg RBC 189 303 211 301
1254 89.jpg RBC 147 236 14 106
1255 89.jpg RBC 501 615 73 170
1256 89.jpg RBC 1 80 141 259
1257 89.jpg RBC 485 546 176 240
1258 89.jpg WBC 262 518 191 436
1259 90.jpg WBC 107 270 212 347
1260 90.jpg RBC 245 370 86 198
1261 90.jpg RBC 47 140 165 259
1262 90.jpg RBC 12 145 76 179
1263 90.jpg RBC 195 296 346 447
1264 90.jpg RBC 120 221 358 459
1265 90.jpg RBC 83 184 356 457
1266 90.jpg RBC 15 116 356 457
1267 90.jpg RBC 310 411 309 410
1268 90.jpg RBC 417 518 304 405
1269 90.jpg RBC 485 586 197 298
1270 90.jpg RBC 474 589 2 111
1271 90.jpg RBC 358 474 1 95
1272 90.jpg RBC 111 227 1 95
1273 90.jpg RBC 131 247 77 172
1274 90.jpg Platelets 1 45 19 61
1275 90.jpg Platelets 548 583 293 324
1276 90.jpg RBC 377 502 171 283
1277 90.jpg RBC 487 574 391 480
1278 91.jpg RBC 451 560 19 108
1279 91.jpg RBC 408 514 118 211
1280 91.jpg RBC 432 573 415 480
1281 91.jpg RBC 269 373 323 443
1282 91.jpg RBC 288 399 138 232
1283 91.jpg RBC 533 637 205 325
1284 91.jpg RBC 477 600 269 367
1285 91.jpg RBC 135 219 186 265
1286 91.jpg RBC 5 114 218 300
1287 91.jpg RBC 42 161 340 453
1288 91.jpg WBC 145 262 61 166
1289 91.jpg RBC 557 640 125 214
1290 91.jpg RBC 282 377 408 480
1291 91.jpg RBC 180 270 343 434
1292 92.jpg RBC 118 229 24 151
1293 92.jpg RBC 418 511 150 250
1294 92.jpg RBC 303 409 1 79
1295 92.jpg RBC 284 392 134 240
1296 92.jpg RBC 37 145 187 279
1297 92.jpg RBC 145 256 243 320
1298 92.jpg RBC 156 256 138 229
1299 92.jpg RBC 500 598 229 342
1300 92.jpg RBC 1 98 70 183
1301 92.jpg RBC 332 457 29 143
1302 92.jpg RBC 307 438 407 479
1303 92.jpg WBC 285 487 217 419
1304 93.jpg RBC 398 519 290 416
1305 93.jpg RBC 141 275 240 366
1306 93.jpg RBC 1 120 189 278
1307 93.jpg RBC 1 86 373 480
1308 93.jpg RBC 125 247 15 124
1309 93.jpg RBC 105 227 122 231
1310 93.jpg RBC 276 388 394 479
1311 93.jpg RBC 539 624 12 95
1312 93.jpg RBC 354 485 20 134
1313 93.jpg RBC 256 369 1 104
1314 93.jpg RBC 321 431 271 378
1315 93.jpg WBC 210 438 92 297
1316 94.jpg RBC 253 391 385 480
1317 94.jpg RBC 410 529 121 215
1318 94.jpg RBC 553 640 166 260
1319 94.jpg RBC 295 387 189 285
1320 94.jpg RBC 169 256 386 480
1321 94.jpg RBC 222 306 288 373
1322 94.jpg RBC 24 143 1 91
1323 94.jpg RBC 111 206 237 323
1324 94.jpg RBC 545 640 261 347
1325 94.jpg RBC 562 640 351 437
1326 94.jpg RBC 365 444 201 276
1327 94.jpg WBC 211 353 49 177
1328 94.jpg Platelets 263 293 194 223
1329 94.jpg Platelets 513 543 220 249
1330 95.jpg RBC 23 126 294 393
1331 95.jpg RBC 223 306 119 204
1332 95.jpg RBC 499 602 141 236
1333 95.jpg RBC 117 220 52 147
1334 95.jpg RBC 472 577 243 354
1335 95.jpg RBC 556 640 354 439
1336 95.jpg RBC 466 564 405 480
1337 95.jpg RBC 302 405 434 480
1338 95.jpg RBC 165 265 441 480
1339 95.jpg RBC 1 87 62 144
1340 95.jpg WBC 200 356 247 396
1341 95.jpg RBC 122 206 294 396
1342 95.jpg RBC 110 194 214 316
1343 95.jpg RBC 357 446 153 264
1344 95.jpg RBC 288 379 103 198
1345 96.jpg RBC 374 479 16 112
1346 96.jpg RBC 479 584 22 118
1347 96.jpg RBC 381 486 144 240
1348 96.jpg RBC 214 327 333 438
1349 96.jpg RBC 139 258 227 349
1350 96.jpg RBC 137 232 58 158
1351 96.jpg RBC 439 558 341 463
1352 96.jpg RBC 387 489 413 479
1353 96.jpg RBC 510 629 220 300
1354 96.jpg RBC 13 130 27 154
1355 96.jpg RBC 228 318 1 82
1356 96.jpg RBC 148 266 322 413
1357 96.jpg RBC 336 444 321 434
1358 96.jpg WBC 184 388 85 295
1359 97.jpg RBC 452 587 200 308
1360 97.jpg RBC 357 465 319 420
1361 97.jpg RBC 295 403 379 480
1362 97.jpg RBC 108 216 222 323
1363 97.jpg RBC 197 305 379 480
1364 97.jpg RBC 440 548 24 125
1365 97.jpg RBC 362 470 1 100
1366 97.jpg RBC 575 640 269 366
1367 97.jpg RBC 290 355 113 210
1368 97.jpg RBC 226 331 293 382
1369 97.jpg RBC 1 107 357 473
1370 97.jpg Platelets 479 519 290 326
1371 97.jpg WBC 9 137 1 103
1372 98.jpg Platelets 419 478 189 236
1373 98.jpg WBC 352 475 364 447
1374 98.jpg RBC 226 333 99 206
1375 98.jpg RBC 404 511 25 132
1376 98.jpg RBC 511 618 38 145
1377 98.jpg RBC 457 564 206 313
1378 98.jpg RBC 478 585 370 477
1379 98.jpg RBC 287 394 238 345
1380 98.jpg Platelets 372 406 343 374
1381 98.jpg RBC 40 147 277 384
1382 98.jpg RBC 1 79 277 379
1383 98.jpg RBC 80 187 166 273
1384 98.jpg RBC 143 250 245 352
1385 98.jpg RBC 144 251 366 473
1386 98.jpg RBC 142 249 364 471
1387 98.jpg RBC 109 216 41 148
1388 98.jpg RBC 460 567 59 166
1389 98.jpg RBC 570 640 256 357
1390 98.jpg RBC 61 169 383 480
1391 98.jpg RBC 1 106 128 235
1392 98.jpg RBC 40 149 1 95
1393 98.jpg RBC 165 274 1 95
1394 98.jpg Platelets 80 115 128 161
1395 99.jpg RBC 178 278 350 438
1396 99.jpg RBC 162 262 141 229
1397 99.jpg RBC 205 314 30 143
1398 99.jpg RBC 95 198 1 81
1399 99.jpg RBC 287 389 260 367
1400 99.jpg RBC 448 550 128 235
1401 99.jpg RBC 430 525 243 337
1402 99.jpg RBC 423 518 385 480
1403 99.jpg RBC 369 434 18 87
1404 99.jpg RBC 2 98 57 137
1405 99.jpg RBC 353 454 123 224
1406 99.jpg RBC 22 122 154 242
1407 99.jpg WBC 1 161 264 414
1408 99.jpg Platelets 533 580 108 151
1409 99.jpg RBC 79 180 168 279
1410 100.jpg RBC 403 502 68 168
1411 100.jpg RBC 138 245 201 303
1412 100.jpg RBC 288 370 105 200
1413 100.jpg RBC 320 425 157 278
1414 100.jpg RBC 222 309 40 143
1415 100.jpg RBC 409 536 244 354
1416 100.jpg RBC 489 616 99 219
1417 100.jpg RBC 35 168 156 234
1418 100.jpg RBC 16 117 365 459
1419 100.jpg RBC 36 121 1 86
1420 100.jpg RBC 138 238 45 159
1421 100.jpg RBC 319 432 1 79
1422 100.jpg RBC 566 640 348 463
1423 100.jpg WBC 162 399 274 480
1424 101.jpg RBC 220 326 222 315
1425 101.jpg RBC 363 471 4 122
1426 101.jpg RBC 422 507 150 252
1427 101.jpg RBC 256 362 4 109
1428 101.jpg RBC 116 261 128 238
1429 101.jpg RBC 379 494 288 390
1430 101.jpg RBC 86 163 232 309
1431 101.jpg RBC 62 161 376 470
1432 101.jpg RBC 101 210 29 141
1433 101.jpg RBC 250 358 126 227
1434 101.jpg RBC 175 272 368 480
1435 101.jpg WBC 265 490 334 480
1436 102.jpg RBC 316 432 20 111
1437 102.jpg RBC 34 156 93 194
1438 102.jpg RBC 40 147 203 296
1439 102.jpg RBC 108 224 186 313
